"Code département";"Libellé département";"Code canton";"Libellé canton";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Nuance candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Nuance candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Nuance candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Nuance candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Nuance candidat 5";"Voix 5";"% Voix/inscrits 5";"% Voix/exprimés 5";"Nuance candidat 6";"Voix 6";"% Voix/inscrits 6";"% Voix/exprimés 6"
"47";"Lot-et-Garonne";"4712";"Le Livradais";10834;7623;"70,36%";3211;"29,64%";7329;"67,65%";"96,14%";205;"1,89%";"2,69%";89;"0,82%";"1,17%";DVD;3832;"35,37%";"52,29%";RN;3497;"32,28%";"47,71%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4713";"Marmande-1";13706;9281;"67,71%";4425;"32,29%";8504;"62,05%";"91,63%";540;"3,94%";"5,82%";237;"1,73%";"2,55%";UG;3876;"28,28%";"45,58%";RN;4628;"33,77%";"54,42%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4714";"Marmande-2";13021;8970;"68,89%";4051;"31,11%";8253;"63,38%";"92,01%";467;"3,59%";"5,21%";250;"1,92%";"2,79%";UG;3700;"28,42%";"44,83%";RN;4553;"34,97%";"55,17%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4715";"L'Ouest agenais";13876;10344;"74,55%";3532;"25,45%";9785;"70,52%";"94,60%";386;"2,78%";"3,73%";173;"1,25%";"1,67%";ENS;4659;"33,58%";"47,61%";RN;5126;"36,94%";"52,39%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4716";"Le Pays de Serres";10277;7611;"74,06%";2666;"25,94%";7236;"70,41%";"95,07%";244;"2,37%";"3,21%";131;"1,27%";"1,72%";DVD;3636;"35,38%";"50,25%";RN;3600;"35,03%";"49,75%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4717";"Le Sud-Est agenais";13310;9811;"73,71%";3499;"26,29%";9176;"68,94%";"93,53%";417;"3,13%";"4,25%";218;"1,64%";"2,22%";ENS;4055;"30,47%";"44,19%";DVD;158;"1,19%";"1,72%";RN;4963;"37,29%";"54,09%";;;;;;;;;;;;
"47";"Lot-et-Garonne";"4718";Tonneins;12344;8326;"67,45%";4018;"32,55%";7669;"62,13%";"92,11%";410;"3,32%";"4,92%";247;"2,00%";"2,97%";UG;3309;"26,81%";"43,15%";RN;4360;"35,32%";"56,85%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4719";"Le Val du Dropt";8985;6433;"71,60%";2552;"28,40%";5972;"66,47%";"92,83%";315;"3,51%";"4,90%";146;"1,62%";"2,27%";UG;1750;"19,48%";"29,30%";DVD;915;"10,18%";"15,32%";RN;3307;"36,81%";"55,38%";;;;;;;;;;;;
"47";"Lot-et-Garonne";"4720";"Villeneuve-sur-Lot-1";11855;7865;"66,34%";3990;"33,66%";7546;"63,65%";"95,94%";205;"1,73%";"2,61%";114;"0,96%";"1,45%";DVD;4488;"37,86%";"59,48%";RN;3058;"25,80%";"40,52%";;;;;;;;;;;;;;;;
"47";"Lot-et-Garonne";"4721";"Villeneuve-sur-Lot-2";13067;8706;"66,63%";4361;"33,37%";8406;"64,33%";"96,55%";197;"1,51%";"2,26%";103;"0,79%";"1,18%";DVD;4818;"36,87%";"57,32%";RN;3588;"27,46%";"42,68%";;;;;;;;;;;;;;;;
"48";Lozère;"4801";"Peyre en Aubrac";5820;4553;"78,23%";1267;"21,77%";4371;"75,10%";"96,00%";125;"2,15%";"2,75%";57;"0,98%";"1,25%";UG;1241;"21,32%";"28,39%";DVD;1061;"18,23%";"24,27%";RN;2069;"35,55%";"47,33%";;;;;;;;;;;;
"48";Lozère;"4802";"La Canourgue";4663;3599;"77,18%";1064;"22,82%";3475;"74,52%";"96,55%";85;"1,82%";"2,36%";39;"0,84%";"1,08%";UG;1299;"27,86%";"37,38%";DVD;713;"15,29%";"20,52%";RN;1463;"31,37%";"42,10%";;;;;;;;;;;;
